91 Lê Lợi, Đức Hòa, Tây Ninh
462 Trần Phú, Tam Đường, Lai Châu
919 Trần Hưng Đạo, Đức Hòa, Tây Ninh
563 Phan Đình Phùng, Nguyên Bình, Cao Bằng
540 Lê Duẩn, Hồng Ngự, Đồng Tháp
350 Trần Hưng Đạo, Nhơn Trạch, Đồng Nai
815 Trần Hưng Đạo, Phổ Yên, Thái Nguyên
474 Nguyễn Thái Học, Lạng Sơn, Lạng Sơn
943 Cách Mạng Tháng Tám, Ngũ Hành Sơn, Đà Nẵng
451 Nguyễn Du, Phú Thọ, Phú Thọ
433 Phan Chu Trinh, Nguyên Bình, Cao Bằng
485 Hoàng Văn Thụ, Văn Lâm, Hưng Yên
544 Phạm Văn Đồng, Ninh Hòa, Khánh Hòa
159 Nguyễn Huệ, Hải Châu, Đà Nẵng
717 Trần Phú, Hạ Long, Quảng Ninh
84 Cách Mạng Tháng Tám, Nho Quan, Ninh Bình
537 Nguyễn Trãi, Đức Phổ, Quảng Ngãi
167 Nguyễn Thái Học, Hương Thủy, Huế
521 Nguyễn Du, Cửa Lò, Nghệ An
618 Hai Bà Trưng, Cái Răng, Cần Thơ
513 Lê Lợi, Văn Lâm, Hưng Yên
116 Quang Trung, Sơn La, Sơn La
742 Trần Phú, Đầm Dơi, Cà Mau
813 Cách Mạng Tháng Tám, Lai Châu, Lai Châu
520 Trần Phú, Krông Pắc, Đắk Lắk
844 Nguyễn Văn Cừ, Bảo Lộc, Lâm Đồng
518 Nguyễn Huệ, Sầm Sơn, Thanh Hóa
686 Lê Lợi, Lâm Thao, Phú Thọ
72 Nguyễn Du, Ngô Quyền, Hải Phòng
492 Quang Trung, Tịnh Biên, An Giang
899 Đinh Tiên Hoàng, Long Xuyên, An Giang
789 Trần Phú, Trùng Khánh, Cao Bằng
180 Trần Phú, Nha Trang, Khánh Hòa
883 Lý Thường Kiệt, Diễn Châu, Nghệ An
821 Lê Duẩn, Hoa Lư, Ninh Bình
400 Phạm Văn Đồng, Mỹ Hào, Hưng Yên
87 Lê Duẩn, Hoa Lư, Ninh Bình
573 Đinh Tiên Hoàng, Nha Trang, Khánh Hòa
724 Quang Trung, Việt Trì, Phú Thọ
101 Quang Trung, Quế Võ, Bắc Ninh
148 Nguyễn Văn Cừ, Mộc Châu, Sơn La
713 Cách Mạng Tháng Tám, Thanh Hóa, Thanh Hóa
27 Nguyễn Thái Học, Đức Trọng, Lâm Đồng
188 Cách Mạng Tháng Tám, Cao Bằng, Cao Bằng
539 Hoàng Văn Thụ, Thanh Khê, Đà Nẵng
338 Nguyễn Thái Học, Từ Sơn, Bắc Ninh
304 Đinh Tiên Hoàng, Yên Sơn, Tuyên Quang
412 Nguyễn Văn Cừ, Vinh, Nghệ An
365 Lý Thường Kiệt, Thái Nguyên, Thái Nguyên
665 Đinh Tiên Hoàng, Thanh Hóa, Thanh Hóa
136 Trần Phú, Tịnh Biên, An Giang
271 Phan Đình Phùng, Trùng Khánh, Cao Bằng
959 Nguyễn Văn Cừ, Nghi Lộc, Nghệ An
756 Hoàng Văn Thụ, Nghi Sơn, Thanh Hóa
684 Phạm Văn Đồng, Nghi Lộc, Nghệ An
419 Hai Bà Trưng, Lào Cai, Lào Cai
75 Lê Lợi, Vĩnh Long, Vĩnh Long
644 Trần Phú, Biên Hòa, Đồng Nai
696 Lý Thường Kiệt, Tuyên Quang, Tuyên Quang
921 Lý Thường Kiệt, An Khê, Gia Lai
564 Phan Chu Trinh, Từ Sơn, Bắc Ninh
387 Phan Đình Phùng, Mỹ Hào, Hưng Yên
161 Trần Phú, Tân An, Tây Ninh
466 Trần Phú, Vĩnh Linh, Quảng Trị
208 Lý Thường Kiệt, Móng Cái, Quảng Ninh
18 Nguyễn Du, Bảo Lộc, Lâm Đồng
744 Lý Thường Kiệt, Sơn La, Sơn La
527 Phan Chu Trinh, Thái Nguyên, Thái Nguyên
265 Phan Đình Phùng, Ayun Pa, Gia Lai
659 Đinh Tiên Hoàng, Văn Lâm, Hưng Yên
662 Lê Lợi, Long Xuyên, An Giang
38 Đinh Tiên Hoàng, Thái Nguyên, Thái Nguyên
743 Hoàng Văn Thụ, Lấp Vò, Đồng Tháp
712 Nguyễn Thái Học, Nho Quan, Ninh Bình
411 Lý Thường Kiệt, Đức Hòa, Tây Ninh
263 Nguyễn Thái Học, Việt Trì, Phú Thọ
348 Đinh Tiên Hoàng, Hồng Lĩnh, Hà Tĩnh
560 Hai Bà Trưng, Điện Biên Phủ, Điện Biên
329 Trần Phú, Nghi Xuân, Hà Tĩnh
911 Lý Thường Kiệt, Gio Linh, Quảng Trị
373 Cách Mạng Tháng Tám, Di Linh, Lâm Đồng
627 Võ Thị Sáu, Quế Võ, Bắc Ninh
981 Nguyễn Văn Cừ, Điện Biên Phủ, Điện Biên
811 Nguyễn Trãi, Đức Trọng, Lâm Đồng
502 Trần Hưng Đạo, Uông Bí, Quảng Ninh
17 Nguyễn Văn Cừ, Điện Biên, Điện Biên
27 Nguyễn Thái Học, Ea Kar, Đắk Lắk
112 Nguyễn Du, Phổ Yên, Thái Nguyên
730 Trần Hưng Đạo, Thanh Khê, Đà Nẵng
361 Phan Chu Trinh, Lê Chân, Hải Phòng
53 Đinh Tiên Hoàng, Thanh Khê, Đà Nẵng
502 Trần Phú, Cẩm Phả, Quảng Ninh
16 Nguyễn Trãi, Nghi Xuân, Hà Tĩnh
119 Nguyễn Thái Học, Lai Châu, Lai Châu
514 Đinh Tiên Hoàng, Nghi Sơn, Thanh Hóa
643 Nguyễn Thái Học, Thái Nguyên, Thái Nguyên
149 Võ Thị Sáu, Hồng Lĩnh, Hà Tĩnh
225 Nguyễn Thái Học, Hương Trà, Huế
736 Quang Trung, Ô Môn, Cần Thơ
299 Quang Trung, Long Xuyên, An Giang
330 Trần Phú, Lấp Vò, Đồng Tháp
39 Hoàng Văn Thụ, Thái Nguyên, Thái Nguyên
415 Nguyễn Huệ, Hoa Lư, Ninh Bình
455 Phan Chu Trinh, Ô Môn, Cần Thơ
448 Nguyễn Huệ, Lê Chân, Hải Phòng
7 Hai Bà Trưng, Hương Thủy, Huế
490 Nguyễn Thái Học, Lào Cai, Lào Cai
726 Trần Phú, Sông Công, Thái Nguyên
980 Phan Chu Trinh, Kiến An, Hải Phòng
754 Hai Bà Trưng, Lấp Vò, Đồng Tháp
322 Lê Lợi, Vĩnh Linh, Quảng Trị
178 Lê Duẩn, Cao Bằng, Cao Bằng
523 Nguyễn Văn Cừ, Nguyên Bình, Cao Bằng
249 Hai Bà Trưng, Ea Kar, Đắk Lắk
81 Phan Chu Trinh, Phổ Yên, Thái Nguyên
216 Lý Thường Kiệt, Trùng Khánh, Cao Bằng
299 Trần Phú, Pleiku, Gia Lai
683 Trần Phú, Lào Cai, Lào Cai
914 Võ Thị Sáu, Sơn Tịnh, Quảng Ngãi
528 Phan Chu Trinh, Nghi Xuân, Hà Tĩnh
582 Đinh Tiên Hoàng, Nghi Xuân, Hà Tĩnh
204 Nguyễn Thái Học, Trảng Bom, Đồng Nai
471 Lê Lợi, Cái Răng, Cần Thơ
332 Nguyễn Du, Ngô Quyền, Hải Phòng
219 Trần Phú, Cao Bằng, Cao Bằng
136 Phạm Văn Đồng, Bình Minh, Vĩnh Long
111 Nguyễn Huệ, Hòa An, Cao Bằng
777 Lý Thường Kiệt, Sa Đéc, Đồng Tháp
923 Hoàng Văn Thụ, Mường Lay, Điện Biên
687 Phạm Văn Đồng, Quế Võ, Bắc Ninh
681 Lê Duẩn, Quế Võ, Bắc Ninh
593 Quang Trung, Lào Cai, Lào Cai
989 Nguyễn Văn Cừ, Long Khánh, Đồng Nai
549 Nguyễn Du, Sa Pa, Lào Cai
145 Võ Thị Sáu, Bảo Thắng, Lào Cai
132 Cách Mạng Tháng Tám, Đầm Dơi, Cà Mau
844 Hai Bà Trưng, Khoái Châu, Hưng Yên
386 Nguyễn Huệ, Quảng Ngãi, Quảng Ngãi
34 Lý Thường Kiệt, Long Xuyên, An Giang
837 Phan Chu Trinh, Bình Thủy, Cần Thơ
684 Trần Phú, Vĩnh Long, Vĩnh Long
354 Lý Thường Kiệt, Hồng Bàng, Hải Phòng
47 Trần Phú, Châu Thành, An Giang
444 Phan Chu Trinh, Kim Sơn, Ninh Bình
843 Đinh Tiên Hoàng, Sa Pa, Lào Cai
835 Nguyễn Trãi, Gio Linh, Quảng Trị
771 Cách Mạng Tháng Tám, Hạ Long, Quảng Ninh
859 Nguyễn Huệ, Đông Hà, Quảng Trị
969 Quang Trung, Mỹ Hào, Hưng Yên
798 Phan Chu Trinh, Đức Phổ, Quảng Ngãi
140 Hoàng Văn Thụ, Cà Mau, Cà Mau
738 Phan Chu Trinh, Kiến An, Hải Phòng
710 Nguyễn Thái Học, Ngô Quyền, Hải Phòng
329 Hoàng Văn Thụ, Đà Lạt, Lâm Đồng
580 Phan Chu Trinh, Sa Pa, Lào Cai
291 Nguyễn Thái Học, Tam Đường, Lai Châu
733 Trần Hưng Đạo, Hải Châu, Đà Nẵng
388 Nguyễn Du, Hàm Yên, Tuyên Quang
358 Cách Mạng Tháng Tám, Nghi Xuân, Hà Tĩnh
101 Hai Bà Trưng, Bỉm Sơn, Thanh Hóa
970 Lê Duẩn, Mộc Châu, Sơn La
963 Cách Mạng Tháng Tám, Hòa An, Cao Bằng
956 Phan Chu Trinh, Đại Từ, Thái Nguyên
103 Nguyễn Huệ, Hương Thủy, Huế
874 Trần Phú, Lâm Thao, Phú Thọ
678 Phan Đình Phùng, Đức Hòa, Tây Ninh
152 Nguyễn Du, Gio Linh, Quảng Trị
185 Phan Chu Trinh, Sa Đéc, Đồng Tháp
346 Lê Duẩn, Chi Lăng, Lạng Sơn
403 Trần Phú, Trùng Khánh, Cao Bằng
96 Nguyễn Văn Cừ, Nhơn Trạch, Đồng Nai
761 Quang Trung, Ninh Hòa, Khánh Hòa
769 Phan Chu Trinh, Lạng Sơn, Lạng Sơn
233 Lê Duẩn, Sơn Tịnh, Quảng Ngãi
299 Lý Thường Kiệt, Hương Trà, Huế
8 Nguyễn Văn Cừ, Khoái Châu, Hưng Yên
82 Lê Lợi, Yên Phong, Bắc Ninh
747 Nguyễn Du, Đầm Dơi, Cà Mau
963 Lý Thường Kiệt, Đức Phổ, Quảng Ngãi
434 Lý Thường Kiệt, Cái Răng, Cần Thơ
85 Trần Hưng Đạo, Nguyên Bình, Cao Bằng
818 Quang Trung, Vinh, Nghệ An
806 Trần Hưng Đạo, Nguyên Bình, Cao Bằng
289 Phạm Văn Đồng, Tịnh Biên, An Giang
986 Lê Lợi, Lạng Sơn, Lạng Sơn
611 Quang Trung, Điện Biên, Điện Biên
636 Đinh Tiên Hoàng, Hồng Lĩnh, Hà Tĩnh
325 Hai Bà Trưng, Tuần Giáo, Điện Biên
870 Võ Thị Sáu, Sa Pa, Lào Cai
28 Nguyễn Huệ, Hồng Bàng, Hải Phòng
172 Nguyễn Du, Sầm Sơn, Thanh Hóa
453 Đinh Tiên Hoàng, Phú Xuân, Huế
7 Nguyễn Huệ, Kiến An, Hải Phòng
3 Lý Thường Kiệt, Yên Phong, Bắc Ninh
800 Nguyễn Huệ, Việt Trì, Phú Thọ
58 Lý Thường Kiệt, Yên Phong, Bắc Ninh
160 Phan Chu Trinh, Mai Sơn, Sơn La
49 Quang Trung, Ngũ Hành Sơn, Đà Nẵng
648 Đinh Tiên Hoàng, Cái Răng, Cần Thơ
417 Nguyễn Văn Cừ, Ayun Pa, Gia Lai
573 Hai Bà Trưng, Đầm Dơi, Cà Mau
474 Phan Chu Trinh, Long Hồ, Vĩnh Long
380 Nguyễn Huệ, Bát Xát, Lào Cai
313 Nguyễn Trãi, Phú Xuân, Huế
428 Hoàng Văn Thụ, Hương Trà, Huế
846 Hoàng Văn Thụ, Kỳ Anh, Hà Tĩnh
5 Hai Bà Trưng, Ea Kar, Đắk Lắk
474 Nguyễn Văn Cừ, Mỹ Hào, Hưng Yên
814 Nguyễn Thái Học, Uông Bí, Quảng Ninh
776 Phan Đình Phùng, Nhơn Trạch, Đồng Nai
5 Trần Phú, Di Linh, Lâm Đồng
928 Trần Hưng Đạo, Krông Pắc, Đắk Lắk
295 Nguyễn Văn Cừ, Hữu Lũng, Lạng Sơn
569 Lý Thường Kiệt, Khoái Châu, Hưng Yên
77 Hai Bà Trưng, Đà Lạt, Lâm Đồng
144 Phan Đình Phùng, Phú Xuân, Huế
560 Nguyễn Thái Học, Từ Sơn, Bắc Ninh
73 Nguyễn Văn Cừ, Diên Khánh, Khánh Hòa
35 Nguyễn Du, Diên Khánh, Khánh Hòa
306 Đinh Tiên Hoàng, Việt Trì, Phú Thọ
748 Hoàng Văn Thụ, Bảo Thắng, Lào Cai
579 Trần Phú, Hữu Lũng, Lạng Sơn
219 Lê Duẩn, Đông Hà, Quảng Trị
21 Hai Bà Trưng, Trùng Khánh, Cao Bằng
150 Quang Trung, Mai Sơn, Sơn La
488 Nguyễn Trãi, Cam Ranh, Khánh Hòa
175 Nguyễn Huệ, Trùng Khánh, Cao Bằng
578 Trần Phú, Kiến An, Hải Phòng
532 Võ Thị Sáu, Sa Pa, Lào Cai
547 Nguyễn Huệ, Di Linh, Lâm Đồng
977 Phạm Văn Đồng, Bảo Thắng, Lào Cai
536 Đinh Tiên Hoàng, Sầm Sơn, Thanh Hóa
146 Lê Duẩn, Ngô Quyền, Hải Phòng
331 Nguyễn Huệ, Bình Thủy, Cần Thơ
13 Đinh Tiên Hoàng, Từ Sơn, Bắc Ninh
69 Quang Trung, Diễn Châu, Nghệ An
727 Nguyễn Trãi, Tân An, Tây Ninh
747 Hai Bà Trưng, Mang Thít, Vĩnh Long
186 Hoàng Văn Thụ, Kỳ Anh, Hà Tĩnh
922 Lê Lợi, Thái Nguyên, Thái Nguyên
932 Quang Trung, Cái Răng, Cần Thơ
958 Trần Hưng Đạo, Yên Sơn, Tuyên Quang
85 Lê Lợi, Sa Đéc, Đồng Tháp
952 Đinh Tiên Hoàng, Thái Nguyên, Thái Nguyên
488 Nguyễn Du, Sơn Trà, Đà Nẵng
268 Trần Phú, Phong Thổ, Lai Châu
627 Nguyễn Thái Học, Uông Bí, Quảng Ninh
18 Phan Đình Phùng, Khoái Châu, Hưng Yên
803 Phạm Văn Đồng, Lê Chân, Hải Phòng
78 Hoàng Văn Thụ, Diên Khánh, Khánh Hòa
771 Nguyễn Thái Học, Nhơn Trạch, Đồng Nai
492 Quang Trung, Mai Sơn, Sơn La
920 Nguyễn Trãi, Cao Bằng, Cao Bằng
204 Phạm Văn Đồng, Kim Sơn, Ninh Bình
976 Hai Bà Trưng, Ngũ Hành Sơn, Đà Nẵng
844 Nguyễn Du, Trần Văn Thời, Cà Mau
427 Phan Chu Trinh, Hữu Lũng, Lạng Sơn
811 Võ Thị Sáu, Tam Điệp, Ninh Bình
352 Trần Phú, Yên Phong, Bắc Ninh
286 Lý Thường Kiệt, Châu Đốc, An Giang
501 Đinh Tiên Hoàng, Sơn La, Sơn La
5 Lê Lợi, Quảng Trị, Quảng Trị
617 Trần Hưng Đạo, Gio Linh, Quảng Trị
161 Lê Lợi, Tịnh Biên, An Giang
389 Phạm Văn Đồng, Văn Lâm, Hưng Yên
819 Phan Đình Phùng, Nghi Xuân, Hà Tĩnh
59 Phan Chu Trinh, Hưng Yên, Hưng Yên
95 Quang Trung, Kiến An, Hải Phòng
551 Trần Phú, Ô Môn, Cần Thơ
662 Trần Phú, Bát Xát, Lào Cai
543 Đinh Tiên Hoàng, Thuận Châu, Sơn La
815 Lê Lợi, Cam Ranh, Khánh Hòa
259 Hai Bà Trưng, Hưng Yên, Hưng Yên
813 Phạm Văn Đồng, Hương Thủy, Huế
547 Nguyễn Huệ, Mường Lay, Điện Biên
684 Lý Thường Kiệt, Ô Môn, Cần Thơ
304 Nguyễn Huệ, Lạng Sơn, Lạng Sơn
432 Phan Đình Phùng, Đà Lạt, Lâm Đồng
111 Nguyễn Văn Cừ, Châu Đốc, An Giang
543 Phan Chu Trinh, Phổ Yên, Thái Nguyên
542 Lê Lợi, Buôn Ma Thuột, Đắk Lắk
401 Lý Thường Kiệt, Phú Thọ, Phú Thọ
720 Nguyễn Văn Cừ, Ea Kar, Đắk Lắk
842 Lê Duẩn, Điện Biên Phủ, Điện Biên
467 Lê Duẩn, Nho Quan, Ninh Bình
608 Nguyễn Văn Cừ, Nghi Xuân, Hà Tĩnh
448 Lê Lợi, Sơn La, Sơn La
101 Trần Phú, Hàm Yên, Tuyên Quang
372 Phan Chu Trinh, Than Uyên, Lai Châu
251 Lê Duẩn, Hòa An, Cao Bằng
943 Đinh Tiên Hoàng, Móng Cái, Quảng Ninh
665 Quang Trung, Quế Võ, Bắc Ninh
45 Hai Bà Trưng, Nghi Xuân, Hà Tĩnh
170 Nguyễn Huệ, Mỹ Hào, Hưng Yên
405 Phạm Văn Đồng, Kiến An, Hải Phòng
5 Trần Phú, Hà Tĩnh, Hà Tĩnh
969 Lê Duẩn, Di Linh, Lâm Đồng
754 Hoàng Văn Thụ, Hồng Bàng, Hải Phòng
121 Lê Duẩn, Châu Thành, An Giang
797 Đinh Tiên Hoàng, Mộc Hóa, Tây Ninh
472 Trần Phú, Long Khánh, Đồng Nai
547 Lê Lợi, Thuận Hóa, Huế
721 Trần Hưng Đạo, Bát Xát, Lào Cai
428 Lý Thường Kiệt, Thái Nguyên, Thái Nguyên
378 Nguyễn Thái Học, Cao Bằng, Cao Bằng
288 Lê Lợi, Hồng Lĩnh, Hà Tĩnh
997 Nguyễn Du, Ô Môn, Cần Thơ
417 Cách Mạng Tháng Tám, Hưng Yên, Hưng Yên
149 Lý Thường Kiệt, Trần Văn Thời, Cà Mau
218 Quang Trung, Cao Bằng, Cao Bằng
868 Phan Chu Trinh, Thuận Hóa, Huế
35 Trần Phú, Ninh Kiều, Cần Thơ
665 Phan Đình Phùng, Hương Thủy, Huế
935 Trần Phú, Cao Lãnh, Đồng Tháp
38 Võ Thị Sáu, Lai Châu, Lai Châu
818 Nguyễn Huệ, Lào Cai, Lào Cai
448 Nguyễn Trãi, Tam Điệp, Ninh Bình
424 Trần Phú, Cam Ranh, Khánh Hòa
242 Nguyễn Huệ, Sơn Trà, Đà Nẵng
671 Trần Phú, Vĩnh Linh, Quảng Trị
703 Trần Phú, Tam Điệp, Ninh Bình
297 Nguyễn Văn Cừ, Sơn Trà, Đà Nẵng
538 Đinh Tiên Hoàng, Hoa Lư, Ninh Bình
914 Nguyễn Trãi, Sa Pa, Lào Cai
774 Quang Trung, Đầm Dơi, Cà Mau
688 Nguyễn Văn Cừ, Quảng Ngãi, Quảng Ngãi
825 Phạm Văn Đồng, Than Uyên, Lai Châu
847 Hoàng Văn Thụ, Cà Mau, Cà Mau
663 Hoàng Văn Thụ, Diễn Châu, Nghệ An
614 Nguyễn Văn Cừ, Sa Pa, Lào Cai
586 Nguyễn Du, Bảo Thắng, Lào Cai
527 Lê Duẩn, Hương Thủy, Huế
334 Hai Bà Trưng, Phổ Yên, Thái Nguyên
106 Nguyễn Du, Bảo Lộc, Lâm Đồng
612 Trần Phú, Krông Pắc, Đắk Lắk
910 Lê Lợi, Yên Phong, Bắc Ninh
630 Phan Đình Phùng, Trùng Khánh, Cao Bằng
973 Lê Lợi, Tuần Giáo, Điện Biên
744 Nguyễn Trãi, Tư Nghĩa, Quảng Ngãi
214 Đinh Tiên Hoàng, Thanh Hóa, Thanh Hóa
318 Nguyễn Huệ, Mộc Châu, Sơn La
800 Hoàng Văn Thụ, Sầm Sơn, Thanh Hóa
732 Hoàng Văn Thụ, Đầm Dơi, Cà Mau
123 Nguyễn Văn Cừ, Hải Châu, Đà Nẵng
235 Lý Thường Kiệt, Tân An, Tây Ninh
617 Lê Lợi, Ea Kar, Đắk Lắk
226 Cách Mạng Tháng Tám, Long Hồ, Vĩnh Long
359 Nguyễn Du, Sa Pa, Lào Cai
647 Lê Duẩn, Phú Xuân, Huế
450 Nguyễn Du, Diễn Châu, Nghệ An
735 Nguyễn Trãi, Từ Sơn, Bắc Ninh
368 Nguyễn Huệ, Cao Lộc, Lạng Sơn
748 Nguyễn Du, Bát Xát, Lào Cai
989 Đinh Tiên Hoàng, Việt Trì, Phú Thọ
547 Hoàng Văn Thụ, Từ Sơn, Bắc Ninh
252 Nguyễn Huệ, Sơn Trà, Đà Nẵng
35 Nguyễn Thái Học, Cái Răng, Cần Thơ
545 Phan Đình Phùng, Cư M'gar, Đắk Lắk
121 Hoàng Văn Thụ, Kim Sơn, Ninh Bình
783 Đinh Tiên Hoàng, Di Linh, Lâm Đồng
865 Trần Hưng Đạo, Nha Trang, Khánh Hòa
765 Cách Mạng Tháng Tám, Hữu Lũng, Lạng Sơn
87 Nguyễn Thái Học, Đức Trọng, Lâm Đồng
160 Lê Duẩn, Diễn Châu, Nghệ An
925 Phạm Văn Đồng, Thái Nguyên, Thái Nguyên
618 Nguyễn Văn Cừ, Bình Thủy, Cần Thơ
82 Cách Mạng Tháng Tám, Hàm Yên, Tuyên Quang
697 Hoàng Văn Thụ, Văn Lâm, Hưng Yên
289 Lý Thường Kiệt, Lấp Vò, Đồng Tháp
729 Hoàng Văn Thụ, Di Linh, Lâm Đồng
605 Hoàng Văn Thụ, Đức Hòa, Tây Ninh
862 Lê Lợi, Bắc Ninh, Bắc Ninh
516 Trần Phú, Hải Châu, Đà Nẵng
875 Trần Phú, Cam Ranh, Khánh Hòa
751 Lý Thường Kiệt, Yên Phong, Bắc Ninh
292 Nguyễn Huệ, Hữu Lũng, Lạng Sơn
106 Hai Bà Trưng, Bỉm Sơn, Thanh Hóa
922 Nguyễn Huệ, Lai Châu, Lai Châu
515 Nguyễn Văn Cừ, Đại Từ, Thái Nguyên
251 Quang Trung, Tuần Giáo, Điện Biên
159 Nguyễn Du, Cẩm Phả, Quảng Ninh
445 Trần Phú, Vinh, Nghệ An
714 Nguyễn Trãi, Cà Mau, Cà Mau
649 Trần Phú, Trảng Bom, Đồng Nai
997 Trần Phú, Từ Sơn, Bắc Ninh
290 Quang Trung, Quảng Trị, Quảng Trị
683 Lê Duẩn, Na Hang, Tuyên Quang
902 Lê Duẩn, Cam Ranh, Khánh Hòa
712 Hoàng Văn Thụ, Mỹ Hào, Hưng Yên
567 Phan Chu Trinh, Cao Lãnh, Đồng Tháp
512 Nguyễn Huệ, Điện Biên, Điện Biên
367 Cách Mạng Tháng Tám, Ngô Quyền, Hải Phòng
42 Trần Hưng Đạo, Lào Cai, Lào Cai
348 Phạm Văn Đồng, Than Uyên, Lai Châu
163 Cách Mạng Tháng Tám, Sa Pa, Lào Cai
897 Phạm Văn Đồng, Cái Răng, Cần Thơ
575 Lý Thường Kiệt, Điện Biên, Điện Biên
953 Nguyễn Thái Học, Ninh Kiều, Cần Thơ
433 Nguyễn Du, Mộc Châu, Sơn La
364 Trần Phú, Đức Phổ, Quảng Ngãi
910 Nguyễn Du, Tuyên Quang, Tuyên Quang
242 Phạm Văn Đồng, Lâm Thao, Phú Thọ
515 Đinh Tiên Hoàng, Nguyên Bình, Cao Bằng
84 Phan Đình Phùng, Kim Sơn, Ninh Bình
545 Phan Chu Trinh, Trảng Bom, Đồng Nai
9 Phan Chu Trinh, Bát Xát, Lào Cai
244 Phan Đình Phùng, Thái Nguyên, Thái Nguyên
759 Hoàng Văn Thụ, Than Uyên, Lai Châu
231 Võ Thị Sáu, Móng Cái, Quảng Ninh
614 Nguyễn Thái Học, Thuận Hóa, Huế
576 Nguyễn Du, Nguyên Bình, Cao Bằng
781 Quang Trung, Cao Lộc, Lạng Sơn
922 Phan Chu Trinh, Điện Biên Phủ, Điện Biên
623 Lê Duẩn, Bến Lức, Tây Ninh
578 Lê Lợi, Lấp Vò, Đồng Tháp
80 Lê Lợi, Sơn La, Sơn La
278 Nguyễn Văn Cừ, Bát Xát, Lào Cai
27 Nguyễn Văn Cừ, Bình Thủy, Cần Thơ
169 Lý Thường Kiệt, Biên Hòa, Đồng Nai
364 Cách Mạng Tháng Tám, Thanh Sơn, Phú Thọ
542 Cách Mạng Tháng Tám, Tuần Giáo, Điện Biên
83 Phan Đình Phùng, Đà Lạt, Lâm Đồng
79 Lê Lợi, Ea Kar, Đắk Lắk
887 Đinh Tiên Hoàng, Điện Biên Phủ, Điện Biên
622 Phan Đình Phùng, Tuyên Quang, Tuyên Quang
249 Nguyễn Huệ, Cam Ranh, Khánh Hòa
513 Nguyễn Thái Học, Diên Khánh, Khánh Hòa
569 Võ Thị Sáu, Nghi Xuân, Hà Tĩnh
22 Lê Duẩn, Sa Đéc, Đồng Tháp
276 Trần Phú, Móng Cái, Quảng Ninh
407 Lê Duẩn, Ngô Quyền, Hải Phòng
259 Lý Thường Kiệt, Tam Điệp, Ninh Bình
138 Đinh Tiên Hoàng, Yên Sơn, Tuyên Quang
605 Hoàng Văn Thụ, Hoa Lư, Ninh Bình
322 Lý Thường Kiệt, Hồng Lĩnh, Hà Tĩnh
268 Hoàng Văn Thụ, Mộc Hóa, Tây Ninh
122 Trần Hưng Đạo, Phú Xuân, Huế
426 Quang Trung, Long Xuyên, An Giang
255 Cách Mạng Tháng Tám, Ô Môn, Cần Thơ
82 Lý Thường Kiệt, Nha Trang, Khánh Hòa
814 Cách Mạng Tháng Tám, Hữu Lũng, Lạng Sơn
848 Nguyễn Thái Học, Điện Biên Phủ, Điện Biên
953 Võ Thị Sáu, Ninh Hòa, Khánh Hòa
322 Lê Lợi, Hữu Lũng, Lạng Sơn
155 Nguyễn Huệ, Sơn Trà, Đà Nẵng
135 Võ Thị Sáu, Lấp Vò, Đồng Tháp
727 Phan Đình Phùng, Lấp Vò, Đồng Tháp
500 Nguyễn Thái Học, Châu Thành, An Giang
236 Phan Đình Phùng, Bảo Thắng, Lào Cai
139 Phạm Văn Đồng, Nhơn Trạch, Đồng Nai
567 Hai Bà Trưng, Sa Pa, Lào Cai
966 Võ Thị Sáu, Hải Châu, Đà Nẵng
705 Trần Phú, Nha Trang, Khánh Hòa
144 Lê Lợi, Việt Trì, Phú Thọ
841 Nguyễn Du, Ô Môn, Cần Thơ
167 Nguyễn Du, Mộc Châu, Sơn La
383 Phan Đình Phùng, Điện Biên Phủ, Điện Biên
150 Hai Bà Trưng, Đông Hà, Quảng Trị
965 Nguyễn Huệ, Ninh Kiều, Cần Thơ
338 Cách Mạng Tháng Tám, Cao Lãnh, Đồng Tháp
40 Đinh Tiên Hoàng, Ayun Pa, Gia Lai
655 Nguyễn Du, Hương Thủy, Huế
969 Lý Thường Kiệt, Phổ Yên, Thái Nguyên
173 Nguyễn Huệ, Hưng Yên, Hưng Yên
972 Phan Chu Trinh, Vinh, Nghệ An
635 Phan Chu Trinh, Nghi Lộc, Nghệ An
697 Hoàng Văn Thụ, Hữu Lũng, Lạng Sơn
224 Phạm Văn Đồng, Kiến An, Hải Phòng
400 Võ Thị Sáu, Vinh, Nghệ An
69 Quang Trung, Ngô Quyền, Hải Phòng
384 Phan Đình Phùng, Tân An, Tây Ninh
301 Trần Phú, Hương Trà, Huế
901 Lê Lợi, Hương Thủy, Huế
439 Nguyễn Du, Hạ Long, Quảng Ninh
183 Trần Phú, Thuận Hóa, Huế
500 Võ Thị Sáu, Ninh Kiều, Cần Thơ
177 Nguyễn Văn Cừ, Bảo Thắng, Lào Cai
686 Nguyễn Huệ, Bắc Ninh, Bắc Ninh
543 Đinh Tiên Hoàng, Yên Phong, Bắc Ninh
974 Nguyễn Trãi, Bình Thủy, Cần Thơ
592 Nguyễn Du, Na Hang, Tuyên Quang
259 Đinh Tiên Hoàng, Mộc Châu, Sơn La
256 Trần Hưng Đạo, Uông Bí, Quảng Ninh
696 Trần Hưng Đạo, Tam Đường, Lai Châu
465 Phạm Văn Đồng, Việt Trì, Phú Thọ
